# Constructed from biom file
#OTU ID	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Laceyella	0	0	5	0	0	0	0	0	2	0	0	0	0	0	0	9	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Planifilum	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	7	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Shimazuella	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	10	0	2	0	0	0	4	0	0	0	0	5	0	0	0	0	0	2	0	4	4	0	5	15	8	9	0	5	0	0	0	0	2	0	0	0	9
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae;g__Thermoactinomyces	7	0	24	0	0	6	25	0	4	0	0	4	0	0	0	17	0	42	0	0	25	0	8	10	6	3	0	0	10	0	0	0	0	0	7	11	0	13	7	0	23	20	0	0	16	0	0	6	0	4	0	0	62	10
k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__[Exiguobacteraceae];g__Exiguobacterium	0	0	222	10	14	0	0	5	0	0	0	0	6	5	26	5	0	25	0	17	14	6	14	10	0	7	0	0	5	0	5	0	0	7	29	8	0	0	11	0	11	0	7	3	0	397	1549	11	15	9	9	7	0	11
k__Bacteria;p__Firmicutes;c__Bacilli;o__Gemellales;f__Gemellaceae;g__	0	0	20	0	5	2	17	2	3	0	0	4	2	0	0	8	0	0	0	0	12	4	28	0	0	49	12	0	8	0	0	0	2	3	0	3	6	0	4	2	7	0	0	0	0	0	0	2	9	0	28	15	0	6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Haloplasmatales;f__Haloplasmataceae;g__	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1624	3	0	4	0	0	0	0	0	0	1588	0	0	0	0	0	0	0	0	0	0	0	4	8	0	0	0	0	2	4	0	0	0	5	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__	0	0	5	0	0	2	12	2	0	0	0	0	3	0	0	0	0	7	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	3	0	0	2	0	0	4	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerococcus	0	0	12	3	6	0	13	24	12	0	0	5	11	0	0	2	0	0	12	0	6	0	5	3	2	19	12	11	0	0	0	0	0	2	0	2	0	0	2	0	6	0	2	3	0	0	0	0	5	4	16	12	4	6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Alloiococcus	0	0	5	0	0	0	0	2	2	0	0	0	22	0	0	0	0	0	0	0	0	6	2	0	0	46	64	0	2	0	0	15	177	4	6	3	0	0	2	0	0	0	4	71	0	0	5	0	3	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Facklamia	0	5	7	7	0	7	11	39	22	0	0	8	148	0	0	6	0	0	0	0	10	5	18	5	0	40	0	3	10	0	0	0	0	2	0	0	7	7	0	0	0	0	4	0	0	0	0	6	5	7	0	13	3	7
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10	0	0	0	8	0	0	0	0	0	6	7	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium	0	0	0	10	0	6	0	0	0	0	0	4	0	0	5	0	0	0	0	17	0	0	0	14	0	0	0	0	0	0	0	151	3	7	0	29	8	0	0	0	0	0	0	0	0	0	0	0	0	5	0	9	10	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Granulicatella	0	0	0	0	11	0	36	0	4	0	0	0	7	0	0	0	0	0	0	0	5	0	10	0	4	62	0	0	18	0	0	0	0	0	0	0	0	0	0	0	4	0	7	9	2	0	16	0	0	2	24	5	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Trichococcus	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__	0	0	10	0	0	8	8	0	5	0	0	63	0	43	0	0	0	18	0	0	8	3	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0	14	0	0	0	0	0	0	0	0	0	0	18	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0	0	0	26	0	21	0	152	9	0	0	760	12	847	0	9	5915	0	32	51	331	61	275	101	186	0	2	21	0	0	0	11	0	17	18	121	114	36	14	0	0	0	0	2	35	0	0	0	0	0	0	0	18	13
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	7	3	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	37	121	198	10	15	189	182	24	35	6	0	7	20	0	4	12	613	13	49	26	35	15	105	16	5	465	829	0	31	0	4	22	5849	33	58	10	71	16	8	22	34	8	10	27	0	320	237	29	14	23	42	30	6	31
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Pediococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	4	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__	0	0	0	0	0	14	6	2	0	0	0	0	2	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	3	0	0	31	17	0	0	0	0	0	0	6
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc	0	2	0	43	9	10	0	7	0	0	0	2	7	0	3	8	0	0	0	3	0	0	0	3	0	5	0	0	4	0	0	0	0	3	0	0	0	0	0	6	0	0	3	3	4	0	11	0	0	5	8	5	0	21
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Weissella	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	17	19	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__	0	7	72	15	8	8	234	17	5	2	0	9	12	0	0	3	0	0	0	13	52	24	143	19	3	388	77	0	23	0	4	9	10	28	0	11	38	11	5	7	22	0	7	36	3	0	0	21	12	8	22	10	10	15
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	0	0	25	8	8	18	11	0	11	0	0	15	153	7	0	0	19	0	0	76	22	20	23	3	7	163	91	8	13	0	30	9	15	28	24	5	778	5	6	4	13	0	5	4	3	24	0	9	13	9	18	18	10	12
k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	9	15	189	408	50	45	265	75	108	9	0	60	98	0	17	21	0	2	0	85	99	75	551	39	33	802	139	14	101	0	15	30	10	77	35	41	103	24	41	45	129	12	33	179	8	31	13	90	70	44	146	141	24	47
k__Bacteria;p__Firmicutes;c__Bacilli;o__Turicibacterales;f__Turicibacteraceae;g__Turicibacter	14	9	17	0	16	0	27	0	8	0	0	9	0	0	6	21	66	41	0	6	28	7	0	7	0	8	8	6	22	0	4	3	0	0	6	6	3	17	10	10	8	13	0	11	12	0	0	0	0	8	18	9	60	22
k__Bacteria;p__Firmicutes;c__Clostridia;o__;f__;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	2	0	0	0	0	0	0	0	6	0	0	12	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__	0	0	5	0	13	2	7	9	4	5	0	0	2	0	0	4	180	0	0	0	4	2	11	4	0	36	3	132	0	0	0	0	1471	43	2	17	5	2	0	7	2	0	31	6	2	5	3	0	5	9	34	27	13	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Caldicoprobacteraceae;g__Caldicoprobacter	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	13
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Christensenellaceae;g__	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	4	34	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__	3	0	5	5	3	3	15	4	7	6	0	0	3	2	4	34	74	3	0	0	4	2	0	8	0	6	0	6	0	0	5	2	7	24	0	2	0	0	5	2	2	0	8	0	4	12	0	2	0	8	0	4	134	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Alkaliphilus	0	0	0	0	0	0	0	0	0	19	0	0	0	2	3	7	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	0	0	0	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Caloramator	0	0	3	0	4	0	5	0	7	6	0	0	2	0	0	10	0	3	7	4	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	4	0	0	8	7	10	0	0	0	0	4	0	2	0	0	32	13
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium	14	0	8	2	10	7	2	0	6	12	0	4	0	3	3	29	2	17	0	2	23	3	18	20	0	5	0	15	15	0	4	5	0	21	3	12	5	9	14	41	24	37	30	16	13	0	2	30	0	8	12	20	668	17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Oxobacter	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	3	0	0	3	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__SMB53	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	47	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	3	0	4	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	3	0	0	0	0	3	0	0	5	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Dehalobacteriaceae;g__Dehalobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Garciella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Eubacteriaceae;g__Pseudoramibacter_Eubacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__	22	0	2	0	0	3	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	28	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Gracilibacteraceae;g__Gracilibacter	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__	0	0	15	17	16	18	41	36	28	10	0	5	8	2	0	0	96	2	7	10	19	6	25	0	0	80	38	117	5	0	0	0	382	30	2	8	7	0	3	2	2	5	2	0	0	0	0	9	0	2	2	17	11	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Blautia	0	0	12	12	15	16	17	11	15	4	0	10	6	0	0	0	13	0	0	8	25	8	16	0	0	62	10	88	6	0	0	2	0	16	4	2	3	0	2	0	0	0	4	0	2	0	0	4	0	2	7	3	0	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	5	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	55	2	8	5	0	0	0	0	0	8	2	0	5	0	0	0	0	2	8	8	54	8
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Dorea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	0	0	0	0	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Epulopiscium	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	47	9
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnospira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Oribacterium	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Roseburia	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	31	13	0	0	0	0	0	5	0	15	6	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Shuttleworthia	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__[Ruminococcus]	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	0	0	7	0	0	0	0	0	2	836	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	0	0	0	2	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfosporosinus	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	3	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	15	3	8	10	4	0	5	5	0	0	0	0	5	0	0	5	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Desulfotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	5
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Pelotomaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptococcaceae;g__Peptococcus	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	17	2	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__	6	18	24	8	25	14	45	5	19	0	2	7	7	10	0	28	199	48	31	19	23	17	17	17	3	10	7	13	22	0	4	5	0	12	6	14	6	15	19	20	28	22	33	16	29	4	4	7	12	12	12	10	176	17
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Peptostreptococcus	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Peptostreptococcaceae;g__Tepidibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__	13	0	9	22	8	23	21	11	34	8	0	7	25	0	0	18	449	3	16	2	40	9	16	3	4	85	48	43	5	0	0	0	172	42	22	18	5	2	3	19	5	7	33	3	8	0	0	4	7	20	20	42	149	33
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Faecalibacterium	0	0	6	0	22	4	8	16	6	0	0	2	8	0	0	0	0	0	0	17	3	16	3	0	0	79	0	58	3	0	0	11	0	8	10	0	10	3	0	4	9	0	17	0	0	0	0	15	0	2	5	2	5	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Oscillospira	0	0	0	0	2	2	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	0	0	0	2	0	2	0	0	0	2	299	14	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	12	3	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcus	0	0	2	8	16	3	9	3	14	3	0	5	9	0	0	6	152	0	0	3	18	5	7	0	0	40	4	12	0	0	0	0	60	28	6	2	3	3	2	3	0	0	17	0	0	0	0	2	0	6	29	43	2	7
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Symbiobacteriaceae;g__Symbiobacterium	6	0	5	0	5	3	0	0	0	0	0	0	0	0	0	7	0	3	0	0	7	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	2	0	0	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	2	3	0	3	0	0	0	0	2	0	0	2	3
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Dialister	0	0	3	0	0	2	20	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	10	0	0	13	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	5	0	6
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megamonas	0	0	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	10	0	4	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Megasphaera	0	0	7	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	52	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Pelosinus	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	6	0	3	0	0	3	0	0	3	0	2	0	0	0	0	0	3	0	0	0	0	0	3	0	0	4	5	0	3	4	0	0	4	0	0	0	0	19	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Phascolarctobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Veillonellaceae;g__Veillonella	0	5	11	2	0	2	16	0	3	0	0	0	2	0	3	0	0	0	0	5	11	0	27	2	0	22	0	0	8	0	0	0	0	5	3	0	20	0	0	0	7	0	0	3	0	0	5	8	0	0	13	6	3	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Acidaminobacteraceae];g__Fusibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__	0	0	2	0	0	0	2	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	3	2	166	0	0	0	0	29	0	0	3	0	0	0	0	0	0	0	4	0	26	0	0	0	2	5	9	0	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Mogibacteriaceae];g__Mogibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	2	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	0
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Anaerococcus	22	13	44	27	11	11	98	19	23	3	0	39	41	0	0	0	0	0	0	17	28	42	91	0	0	181	31	373	18	0	0	0	0	3	0	0	22	0	4	0	5	0	6	21	0	0	0	3	11	9	61	43	3	16
k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__[Tissierellaceae];g__Finegoldia	9	52	32	8	14	6	39	22	11	8	0	26	9	0	0	2	0	0	0	9	10	12	59	9	5	91	12	1723	5	0	0	0	0	3	0	3	11	6	0	0	0	0	8	9	0	0	0	9	0	7	11	10	0	10
