Taxon	five.uL.219.1	one.uL.140.4.2	five.uL.125.2	five.uL.140.1	five.uL.346.1	five.uL.s210.1.2	one.uL.b40.1	five.uL.120a.1	five.uL.140.4	five.uL.330.1	five.uL.H241.2.2	one.uL.120a.2.2	one.uL.120a.1.2	one.uL.330.1	one.uL.120e.1	five.uL.140.2.2	five.uL.120a.2.2	one.uL.120a.2	five.uL.140.2	one.uL.330.1.2	one.uL.318.2	one.uL.346.2	one.uL.246.1	one.uL.330a.1	five.uL.330a.1	one.uL.346.1	one.uL.242.1	one.uL.P3	five.uL.C6	one.uL.FT4	one.uL.C2	five.uL.346.2	one.uL.FT3	five.uL.P3	five.uL.P4	one.uL.FT1	one.uL.C6	one.uL.218.1	one.uL.242.2	one.uL.P5	one.uL.220.1	five.uL.242.1	one.uL.P6	one.uL.C4	one.uL.FT5	one.uL.C3	one.uL.C1	one.uL.FT2	one.uL.308a.1	five.uL.220.1	one.uL.C5	one.uL.125.2	five.uL.245.1	five.uL.h241.2	one.uL.120a.1	five.uL.C2	one.uL.P4	one.uL.H241.2.2	one.uL.245.1	one.uL.s210.1	one.uL.125.1	five.uL.120e.1	one.uL.131a.1	five.uL.125c.1	one.uL.125a.1.2	one.uL.220.2	one.uL.243.1	five.uL.318.1	one.uL.s210.1.2	five.uL.140.4.2	five.uL.140.3	one.uL.219.2	one.uL.219.1	five.uL.control.1	five.uL.120.2	five.uL.344.1	five.uL.304b.1	one.uL.h241.2	one.uL.h241.1	five.uL.120.1	one.uL.308.2	one.uL.control.1	one.uL.s240.1	one.uL.318.1	one.uL.140.2.2	five.uL.control.2	one.uL.140.1	one.uL.344.1	one.uL.140.2	one.uL.140.3	one.uL.120.2	one.uL.304a.1	one.uL.s230.1	one.uL.304.1	one.uL.308.1	one.uL.control.2	one.uL.120.1	five.uL.219.2	five.uL.308.1	one.uL.125c.1	five.uL.P2	five.uL.120a.1.2	five.uL.125a.1	five.uL.220.2	one.uL.140.4	one.uL.304b.1	five.uL.308.2	five.uL.P1	five.uL.C3	five.uL.FT2	five.uL.C4	five.uL.242.2	five.uL.P5	five.uL.218.1	five.uL.s210.1	five.uL.303.1	five.uL.246.1	five.uL.304a.1	five.uL.C1	five.uL.FT5	one.uL.FT6	one.uL.P2	five.uL.318.2	five.uL.FT1	five.uL.h241.1	five.uL.s230.1	five.uL.FT4	five.uL.304.1	five.uL.C5	five.uL.125a.1.2	five.uL.FT6	one.uL.125a.1	one.uL.P1	five.uL.243.1	five.uL.FT3	five.uL.125.1	five.uL.131a.1	five.uL.330.1.2	five.uL.308a.1	five.uL.b40.1	five.uL.120a.2	five.uL.s240.1	five.uL.P6	one.uL.303.1
k__Bacteria;p__NKB19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84651746806e-05	0.0	0.0	0.0	0.0	0.0	1.77421357983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62350840166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Nitrospirae	3.0014256772e-05	0.0	2.85204991087e-05	1.1183930928e-05	1.1655011655e-05	0.000193212955807	0.00060022722888	0.000133815067577	0.0	2.97588048864e-05	4.23202798781e-05	3.78816577013e-05	0.0	0.0	4.43665564897e-05	2.95805478317e-05	5.97964528744e-05	1.78329410086e-05	7.41447862313e-05	2.02007959114e-05	3.28677074774e-05	4.11243394403e-05	1.82828726049e-05	2.03458799593e-05	1.33272916278e-05	9.00917133642e-05	1.9067958203e-05	0.0	0.0	2.42488906133e-05	2.55225747173e-05	3.97416790859e-05	0.0	3.32828543376e-05	2.00104054108e-05	0.0	0.0	8.83899765767e-05	0.0	2.47579906415e-05	0.0	0.0	0.0	0.0	1.94882388479e-05	2.22015008215e-05	0.0	0.0	0.000184651746806	4.24389674599e-05	0.0	7.2605822987e-05	9.23847269569e-06	7.99105002397e-05	0.000177421357983	0.0	0.0	4.0867202027e-05	0.0	0.000104532530523	4.76477875544e-05	0.0	0.0	2.65989280632e-05	0.000887930487728	0.0	0.0	4.05476637788e-05	0.000292086541069	6.49403360662e-05	0.0	0.0	0.0	0.0	2.67403511899e-05	4.56544566359e-05	3.99944007839e-05	5.47225566378e-05	9.97964153128e-05	0.0	7.41111296389e-05	0.0	0.0	2.17060994139e-05	2.71370420624e-05	0.0	0.0	7.82641022129e-05	0.0	0.0	0.0	2.79060681745e-05	0.0	6.10301896005e-05	2.28237549642e-05	0.0	0.0	4.61723150799e-05	0.0	3.90556347517e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00350877192982	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OD1	1.5007128386e-05	0.0	0.0	0.0	1.1655011655e-05	0.0	2.14366867457e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19592905749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.20733706914e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66414271688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0609741865e-05	0.0	0.0	0.0	0.0	1.77421357983e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.31610153789e-05	0.0	0.0	0.0	0.0	1.5158175562e-05	2.70317758525e-05	2.08633243621e-05	0.0	0.0	2.27190112686e-05	0.0	0.0	8.91345039665e-06	0.0	0.0	0.0	0.0	0.0	3.70555648194e-05	0.0	0.0	6.51182982418e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.8455622212e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.95278173759e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78329410086e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62350840166e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__OP3	1.5007128386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77421357983e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0010655061154	0.00174934100168	0.00158288770053	0.00040262151341	0.00192307692308	0.00860675894049	0.00117901777101	0.00901021455016	0.000833208124462	0.000632374603836	0.0022570815935	0.00119327221759	0.00101329442283	0.000437588885242	0.00148627964241	0.00374193930072	0.00155470777473	0.000873814109423	0.00209459021103	0.000828232632366	0.000805258833196	0.00139822754097	0.000639900541173	0.000732451678535	0.000812964789296	0.00198201769401	0.000305087331249	0.000964815042903	0.00031325049598	0.000921457843304	0.000944335264541	0.00144063586687	0.00080711666345	0.000715581368258	0.000720374594789	0.0014211475236	0.000523124019142	0.00117116718964	0.00184917914487	0.000965561635018	0.00160530448438	0.000368241566468	0.000587544065805	0.000676736505874	0.000837994270458	0.00106567203943	0.00214745884037	0.000507083320128	0.00365610458675	0.0014535346355	0.000576004756684	0.00164573198771	0.00137653243166	0.00351606201055	0.00370810638185	0.0	0.000564098278456	0.00165512168209	0.000670104594587	0.00871801304566	0.000285886725326	0.00140124143042	0.00528097169879	0.00111715497865	0.00866789285639	0.00193466229123	0.000712434251413	0.00316271777474	0.00602950074065	0.00266255377872	0.00397750651488	0.00329425663395	0.000920868127498	0.000627841524139	0.000490239771816	0.00181096011322	0.0042194092827	0.00127685965488	0.00219552113688	0.0	0.00157486150483	0.000468540829987	0.00117806654291	0.00251790753202	0.00211668928087	0.000144571345959	0.000339333887579	0.00140875383983	0.00077740891709	0.00075384683606	0.000386093610151	0.000934853283847	0.00134594677742	0.00172918870535	0.00239649427124	0.0	0.0	0.00438636993259	0.0030487804878	0.0012107246773	0.00404858299595	0.00315929497838	0.0	0.0	3.28380264346e-05	0.00183112318734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00288350634371	0.0	0.0	0.0	0.0	0.0	0.0	0.00414937759336	0.0	0.0	0.0	0.0	0.00914634146341	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00701754385965	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria	0.377834471374	0.424466810448	0.337868092692	0.663710380925	0.382972027972	0.221878732523	0.317348710583	0.337883045631	0.695551214981	0.536618209413	0.157544295226	0.49011288734	0.342675907912	0.610108303249	0.337452028661	0.347837661954	0.460253297774	0.558920037093	0.408139243909	0.571581520312	0.702777321282	0.382353545946	0.294281117449	0.333468972533	0.279539941893	0.446044072866	0.513252230951	0.29742989695	0.0477184922209	0.20167802323	0.147316301268	0.336194734228	0.309809976664	0.272220465627	0.141393524633	0.204263442571	0.315695658071	0.606576214257	0.253202237056	0.215394518581	0.357529227011	0.5307481708	0.0404670975323	0.208867955173	0.215695827568	0.177745215577	0.0901932712956	0.0801508572877	0.406806263387	0.287937784474	0.291235437299	0.386747017111	0.51396395148	0.218395397155	0.584656600962	0.124137931034	0.188555072706	0.443225239584	0.633627596655	0.419447231979	0.475763158731	0.317375393737	0.278499243861	0.218324001543	0.659690069977	0.395993534799	0.73283715572	0.344384824361	0.44007010077	0.367432421463	0.174187354272	0.435864231189	0.382662564618	0.452868586274	0.803583207059	0.308821962837	0.100965864779	0.3936558316	0.403317232845	0.824830048754	0.552757860412	0.532597054886	0.395009281736	0.381245930106	0.543202170963	0.526124042215	0.68774495665	0.336887827976	0.521368239694	0.224092058002	0.836963198259	0.792071886032	0.319431625904	0.313064529254	0.387638654311	0.589997355796	0.915372642705	0.192907932404	0.359756097561	0.447694741159	0.287449392713	0.282507482541	0.515789473684	0.294117647059	0.828749692143	0.114681473168	0.386243386243	0.300699300699	0.126582278481	0.180505415162	0.151515151515	0.451282051282	0.333333333333	0.329949238579	0.487903225806	0.314516129032	0.389221556886	0.598615916955	0.173913043478	0.170454545455	0.25	0.391891891892	0.304347826087	0.1875	0.439834024896	0.333333333333	0.208510638298	0.416129032258	0.154639175258	0.484756097561	0.149253731343	0.990398309367	0.323308270677	0.395973154362	0.228070175439	0.532467532468	0.563333333333	0.508287292818	0.417543859649	0.460122699387	0.584415584416	0.480916030534	0.345679012346	0.281690140845
k__Bacteria;p__SBR1093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.71370420624e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__SR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.80183426728e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74489617868e-05	1.60105028899e-05	0.0	0.0	1.94882388479e-05	0.0	0.0	0.0	0.0	1.0609741865e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.31610153789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.27190112686e-05	0.0	0.0	0.0	0.0	1.99972003919e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Spirochaetes	1.5007128386e-05	0.0	0.0	1.1183930928e-05	0.0	0.0	0.0	0.000133815067577	0.0	3.7198506108e-05	2.82135199187e-05	0.0	2.02658884565e-05	0.0	0.0	0.0	0.0	1.78329410086e-05	0.0	2.02007959114e-05	1.64338537387e-05	0.0	0.0	0.0	1.33272916278e-05	5.40550280185e-05	3.81359164061e-05	8.2111918545e-05	0.0	0.0	2.55225747173e-05	0.0	0.0	3.32828543376e-05	0.0	0.0	0.0	4.41949882883e-05	0.000112754825907	2.47579906415e-05	0.0	0.0	0.0	2.7069460235e-05	3.89764776957e-05	0.0	0.0	3.1692707508e-05	5.53955240417e-05	2.121948373e-05	1.85807986027e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	6.27195183141e-05	0.0	0.0	0.0	1.32994640316e-05	2.11412020888e-05	0.0	1.5158175562e-05	1.35158879263e-05	2.08633243621e-05	1.62350840166e-05	4.57184656883e-05	0.0	2.09288210795e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23114680946e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.56475099283e-05	0.0	0.0	0.0	0.0030487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0119047619048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00333333333333	0.0	0.00350877192982	0.0	0.0	0.0	0.0123456790123	0.0
k__Bacteria;p__Synergistetes	0.0	0.0	2.85204991087e-05	0.0	0.0	1.75648141643e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19592905749e-05	0.0	0.0	0.0	0.0	0.0	3.65657452099e-05	0.0	0.0	0.0	0.0	0.0	3.48056106644e-05	0.0	0.000102090298869	0.0	0.0	0.0	0.0	2.12111570686e-05	0.0	0.0	9.02038607252e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5078122524e-05	1.84651746806e-05	5.30487093249e-05	1.85807986027e-05	0.0	2.77154180871e-05	0.0	0.0	0.0	0.0	0.0	1.45674911867e-05	2.09065061047e-05	0.0	4.63220307578e-05	0.0	2.65989280632e-05	0.0	0.0	1.5158175562e-05	0.0	0.0	0.0	0.000228592328441	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.99592830626e-05	0.0	0.0	0.0	0.0	2.17060994139e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.39530340873e-05	0.0	0.0	0.0	0.0	0.0	2.30861575399e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM6	0.0	0.0	0.0	0.0	0.0	7.02592566571e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.47902739159e-05	3.58778717246e-05	1.78329410086e-05	0.0	0.0	0.0	0.0	0.0	2.03458799593e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93541977149e-06	3.50920288456e-05	0.0	0.0	0.0	1.93749636719e-05	0.0	2.25509651813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.121948373e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.09065061047e-05	0.0	1.15805076895e-05	2.40044168127e-05	0.0	4.22824041775e-05	0.0	0.0	0.0	4.17266487242e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69666943789e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7	0.000135064155474	7.18907260963e-05	7.13012477718e-05	3.35517927841e-05	9.32400932401e-05	0.000210777769971	4.28733734914e-05	0.000535260270306	8.19548974881e-05	4.46382073296e-05	1.41067599594e-05	0.000113644973104	6.07976653696e-05	5.46986106553e-05	0.000266199338938	1.47902739159e-05	9.56743245991e-05	8.91647050432e-05	4.63404913946e-05	2.02007959114e-05	1.64338537387e-05	8.22486788806e-05	5.48486178148e-05	0.000203458799593	0.000146600207906	0.000162165084056	7.62718328121e-05	0.000143695857454	3.48056106644e-05	7.27466718398e-05	5.10451494347e-05	6.95479384004e-05	8.77300721141e-05	0.000216338553194	6.00312162324e-05	4.24223141372e-05	0.0	6.62924824325e-05	0.000202958686632	9.90319625659e-05	3.48979235735e-05	9.60630173394e-05	0.000183607520564	0.0	9.74411942393e-05	4.44030016429e-05	0.0	6.3385415016e-05	0.000203116921486	9.54876767848e-05	0.000148646388822	0.000145211645974	0.000101623199653	0.000319642000959	0.000159679222185	0.0	4.17850576634e-05	0.000102168005068	0.00017480989424	0.000125439036628	0.000127060766812	0.000115805076895	4.80088336254e-05	6.6497320158e-05	0.000147988414621	4.8978792183e-05	6.0632702248e-05	0.00010812710341	8.34532974484e-05	0.000113645588116	0.000228592328441	0.000136314067612	0.000104644105398	4.32994154579e-05	5.34807023799e-05	9.13089132718e-05	0.000139980402744	9.12042610631e-05	5.98778491877e-05	2.74668680904e-05	0.000277916736146	0.000111557340473	3.56989861488e-05	0.000151942695898	5.42740841248e-05	0.0	0.0	7.82641022129e-05	0.000168088414506	4.4343931533e-05	5.26491286569e-05	2.79060681745e-05	9.61390555299e-05	4.0686793067e-05	0.000159766284749	0.0	0.0	6.92584726198e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.86027348711e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes	6.00285135439e-05	0.000742870836329	7.13012477718e-05	3.35517927841e-05	5.82750582751e-05	0.000175648141643	0.000192930180711	4.46050225255e-05	0.000150250645395	1.48794024432e-05	0.0	7.57633154027e-05	6.07976653696e-05	1.82328702184e-05	2.21832782449e-05	0.0	5.97964528744e-05	1.78329410086e-05	1.85361965578e-05	2.02007959114e-05	0.0	0.000102810848601	0.0	6.10376398779e-05	3.99818748834e-05	0.000270275140093	5.72038746091e-05	6.15839389087e-05	1.74028053322e-05	0.0	0.0	2.98062593145e-05	5.26380432685e-05	1.66414271688e-05	8.00416216433e-05	0.0	3.87499273439e-05	0.000154682459009	4.51019303626e-05	0.0	8.72448089339e-05	3.20210057798e-05	3.67215041128e-05	0.000189486221645	0.000116929433087	0.000133209004929	0.0	0.0	9.23258734028e-05	1.0609741865e-05	1.85807986027e-05	7.2605822987e-05	9.23847269569e-06	0.0	0.0	0.0	0.00012535517299	2.04336010135e-05	1.45674911867e-05	0.000271784579361	1.58825958515e-05	6.94830461367e-05	0.000120022084063	0.0	0.000126847212533	4.8978792183e-05	0.0	0.000189222430968	0.000458993135966	0.000438347268447	0.0	9.08760450745e-05	4.1857642159e-05	0.0	8.91345039665e-05	3.04363044239e-05	0.0	5.47225566378e-05	5.98778491877e-05	1.37334340452e-05	1.85277824097e-05	0.0	0.0	0.000151942695898	0.0	0.0	3.39333887579e-05	3.91320511065e-05	0.0	0.000221719657665	0.000210596514628	0.000502309227141	9.61390555299e-05	2.03433965335e-05	0.000114118774821	0.000963245570959	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000262704211477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia	0.00252119756885	0.00376228133237	0.00300891265597	0.00100655378352	0.00376456876457	0.0128574439682	0.00220797873481	0.0126232213747	0.00114736856483	0.00331066704361	0.00565681074371	0.00217819531783	0.0013983463035	0.00182328702184	0.00201867832028	0.00721765367095	0.00239185811498	0.0022647835081	0.00370723931157	0.00149485889744	0.00175842235004	0.00291982810026	0.00213909609478	0.00290946083418	0.00350507769811	0.00580190634065	0.00135382503242	0.00082111918545	0.000278444885316	0.0012851912025	0.000893290115107	0.00270243417784	0.000719386591336	0.0010650513388	0.00108056189218	0.000424223141372	0.000619998837502	0.00236443187343	0.00453274400144	0.000470401822188	0.00280928284767	0.00136089274564	0.000440658049354	0.00119105625034	0.00124724728626	0.000865858532037	0.0	0.000855703102716	0.00435778122461	0.00286463030354	0.000947620728739	0.00249279992255	0.00262372624558	0.00823078152469	0.00452424462857	0.0	0.000752131037941	0.00232943051554	0.00119453427731	0.0120421475163	0.000873542771831	0.00196868630721	0.00544900261648	0.0020614169249	0.0088370224731	0.00249791840133	0.00140971032727	0.00629840377364	0.00751079677036	0.00426982709636	0.00768070223563	0.00320338058888	0.00217659739227	0.0026196146352	0.000730902932525	0.00476328164234	0.00671905933169	0.00178760351684	0.00363258951738	0.00137334340452	0.00192688937061	0.000356983489514	0.00203484221048	0.00444975037986	0.00347354138399	0.000144571345959	0.000559900914505	0.00424582754505	0.00201706097407	0.00113077025409	0.00105298257314	0.0019673778063	0.00382633441009	0.00335666042803	0.00340073948966	0.000472179201451	0.000506750642487	0.00570228091236	0.0030487804878	0.00150364193794	0.0	0.00565347522448	0.00701754385965	0.0	0.00211805270503	0.00227413686169	0.0026455026455	0.00699300699301	0.0	0.0	0.0	0.0	0.0	0.0	0.00403225806452	0.0	0.0	0.0080738177624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00322580645161	0.0	0.0030487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00552486187845	0.0	0.0	0.0	0.0	0.0	0.0
