Taxon	five.uL.219.1	one.uL.140.4.2	five.uL.125.2	five.uL.140.1	five.uL.346.1	five.uL.s210.1.2	one.uL.b40.1	five.uL.120a.1	five.uL.140.4	five.uL.330.1	five.uL.H241.2.2	one.uL.120a.2.2	one.uL.120a.1.2	one.uL.330.1	one.uL.120e.1	five.uL.140.2.2	five.uL.120a.2.2	one.uL.120a.2	five.uL.140.2	one.uL.330.1.2	one.uL.318.2	one.uL.346.2	one.uL.246.1	one.uL.330a.1	five.uL.330a.1	one.uL.346.1	one.uL.242.1	one.uL.P3	five.uL.C6	one.uL.FT4	one.uL.C2	five.uL.346.2	one.uL.FT3	five.uL.P3	five.uL.P4	one.uL.FT1	one.uL.C6	one.uL.218.1	one.uL.242.2	one.uL.P5	one.uL.220.1	five.uL.242.1	one.uL.P6	one.uL.C4	one.uL.FT5	one.uL.C3	one.uL.C1	one.uL.FT2	one.uL.308a.1	five.uL.220.1	one.uL.C5	one.uL.125.2	five.uL.245.1	five.uL.h241.2	one.uL.120a.1	five.uL.C2	one.uL.P4	one.uL.H241.2.2	one.uL.245.1	one.uL.s210.1	one.uL.125.1	five.uL.120e.1	one.uL.131a.1	five.uL.125c.1	one.uL.125a.1.2	one.uL.220.2	one.uL.243.1	five.uL.318.1	one.uL.s210.1.2	five.uL.140.4.2	five.uL.140.3	one.uL.219.2	one.uL.219.1	five.uL.control.1	five.uL.120.2	five.uL.344.1	five.uL.304b.1	one.uL.h241.2	one.uL.h241.1	five.uL.120.1	one.uL.308.2	one.uL.control.1	one.uL.s240.1	one.uL.318.1	one.uL.140.2.2	five.uL.control.2	one.uL.140.1	one.uL.344.1	one.uL.140.2	one.uL.140.3	one.uL.120.2	one.uL.304a.1	one.uL.s230.1	one.uL.304.1	one.uL.308.1	one.uL.control.2	one.uL.120.1	five.uL.219.2	five.uL.308.1	one.uL.125c.1	five.uL.P2	five.uL.120a.1.2	five.uL.125a.1	five.uL.220.2	one.uL.140.4	one.uL.304b.1	five.uL.308.2	five.uL.P1	five.uL.C3	five.uL.FT2	five.uL.C4	five.uL.242.2	five.uL.P5	five.uL.218.1	five.uL.s210.1	five.uL.303.1	five.uL.246.1	five.uL.304a.1	five.uL.C1	five.uL.FT5	one.uL.FT6	one.uL.P2	five.uL.318.2	five.uL.FT1	five.uL.h241.1	five.uL.s230.1	five.uL.FT4	five.uL.304.1	five.uL.C5	five.uL.125a.1.2	five.uL.FT6	one.uL.125a.1	one.uL.P1	five.uL.243.1	five.uL.FT3	five.uL.125.1	five.uL.131a.1	five.uL.330.1.2	five.uL.308a.1	five.uL.b40.1	five.uL.120a.2	five.uL.s240.1	five.uL.P6	one.uL.303.1
k__Bacteria;p__Chlamydiae	3.0014256772e-05	0.0	2.85204991087e-05	0.000335517927841	0.0	0.0	6.43100602371e-05	8.92100450511e-05	0.0	1.48794024432e-05	1.41067599594e-05	0.0	2.02658884565e-05	0.0	4.43665564897e-05	1.47902739159e-05	2.39185811498e-05	0.000106997646052	3.70723931157e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15839389087e-05	3.48056106644e-05	0.0	0.0	0.0	1.75460144228e-05	1.66414271688e-05	0.0	0.000912079753951	0.000135624745704	0.00154682459009	0.0	0.0	0.0	1.60105028899e-05	0.0	0.0	3.89764776957e-05	4.44030016429e-05	0.0	0.0	5.53955240417e-05	0.0	0.0	7.2605822987e-05	0.0	0.0	1.77421357983e-05	0.0	0.0	0.0	0.0	0.0	0.0762841078746	1.15805076895e-05	0.0	3.98983920948e-05	6.34236062663e-05	0.0	0.0	5.4063551705e-05	2.08633243621e-05	0.0	0.0	6.81570338059e-05	2.09288210795e-05	0.0	0.000178269007933	0.0	0.0	1.82408522126e-05	0.000558859925751	0.0	0.0	0.0	0.0	2.17060994139e-05	2.71370420624e-05	0.0	0.000254500415684	1.95660255532e-05	0.0	6.65158972995e-05	0.000105298257314	0.0	0.0	0.0	0.0	0.0	1.80982372317e-05	2.30861575399e-05	0.0	9.76390868793e-05	0.0	0.0	0.00350877192982	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53137011684e-05	0.0	0.0	0.0	0.00649350649351	0.00666666666667	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Chlorobi	0.0	0.0	0.0	1.1183930928e-05	0.0	0.000105388884986	0.0	4.46050225255e-05	0.0	0.0	1.41067599594e-05	0.0	0.0	5.46986106553e-05	2.21832782449e-05	0.0	0.0	0.0	0.0	4.04015918227e-05	0.0	0.0	1.82828726049e-05	0.0	0.0	0.0	0.0	2.05279796362e-05	1.74028053322e-05	7.27466718398e-05	0.0	0.0	1.75460144228e-05	1.66414271688e-05	0.0	2.12111570686e-05	1.93749636719e-05	2.20974941442e-05	0.0	0.0	1.74489617868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.121948373e-05	0.0	0.0	9.23847269569e-06	0.0	1.77421357983e-05	0.0	0.0	0.0	1.45674911867e-05	0.000188158554942	0.0	3.47415230684e-05	0.0	1.32994640316e-05	0.000126847212533	0.0	1.5158175562e-05	0.0	2.08633243621e-05	0.0	4.57184656883e-05	2.27190112686e-05	0.0	2.16497077289e-05	0.0	0.0	3.99944007839e-05	0.0	1.99592830626e-05	0.0	0.0	6.69344042838e-05	0.0	0.0	0.0	0.0	0.0	1.95660255532e-05	0.0	0.0	0.0	0.0	0.0	4.0686793067e-05	2.28237549642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00324675324675	0.0	0.0	0.0
k__Bacteria;p__Chloroflexi	0.00195092669018	0.00162952312485	0.00379322638146	0.000738139441251	0.00504662004662	0.0127871847116	0.00433021072263	0.022748561488	0.00142055155646	0.0048581248977	0.00696873941993	0.00212137283128	0.00158073929961	0.00147686248769	0.00246234388518	0.00618233449683	0.00210483514118	0.00167629645481	0.00554232277079	0.00208068197887	0.00165981922761	0.00331050932494	0.00191970162352	0.00354018311292	0.00479782498601	0.00527937440314	0.00087712607734	0.00246335755635	0.00600396783962	0.00264312907684	0.00490033434573	0.00341778440139	0.00203533767305	0.00226323409496	0.00198103013567	0.00337257397391	0.00238312053165	0.00260750430901	0.00308948222984	0.0023272511203	0.00280928284767	0.00104068268784	0.00605904817861	0.00267987656326	0.00189035916824	0.00146529905422	0.0107372942019	0.00598992171901	0.00421005982717	0.00335267842933	0.00208104944351	0.00324306009342	0.00412035882228	0.0131852325396	0.00535812501109	0.00689655172414	0.00146247701822	0.00218639530845	0.00154415406579	0.00861348051514	0.000873542771831	0.00185288123031	0.00571305120142	0.0105863733692	0.00885816367519	0.00284076994661	0.000954965060405	0.00312217011097	0.00678058041768	0.00336066239143	0.0175101723586	0.00515721555798	0.00211381092903	0.00192682398788	0.00102504679561	0.00546331664409	0.00785889975403	0.00355696618146	0.00463055367051	0.000357069285175	0.00316825079206	0.000356983489514	0.0030701128088	0.00345126980682	0.00284938941655	2.89142691918e-05	0.000525967525747	0.00461758203056	0.00264739252847	0.00164072546672	0.00091258489672	0.0014232094769	0.0038455622212	0.00345837741069	0.00570593874104	0.000491066369509	1.80982372317e-05	0.011589251085	0.0	0.00287058915425	0.00404858299595	0.00864649151979	0.0	0.0117647058824	0.000410475330433	0.00203786290203	0.0026455026455	0.0	0.0	0.0072202166065	0.0	0.0	0.0119047619048	0.0	0.00806451612903	0.0	0.0059880239521	0.00461361014994	0.0	0.0	0.0	0.0	0.0	0.0	0.00414937759336	0.0	0.0	0.0	0.0	0.0121951219512	0.0	0.0	0.00751879699248	0.00335570469799	0.0	0.00649350649351	0.0	0.00552486187845	0.0	0.0	0.00324675324675	0.0	0.0	0.0140845070423
k__Bacteria;p__Cyanobacteria	0.0526149921213	0.0672657560508	0.0423386809269	0.0094504216342	0.144708624709	0.0528349610061	0.0992089862591	0.0938489673937	0.0481621614238	0.0319758358504	0.099664259113	0.0425979240852	0.117217898833	0.0206943076979	0.0347390137314	0.0879429687038	0.0608249518639	0.111402382481	0.0628933149207	0.0286447286023	0.0153656532457	0.126519030288	0.0418860611379	0.0291149542218	0.047551776528	0.105929836574	0.0142819006941	0.128402512625	0.0378511015976	0.131331991561	0.104591511192	0.135986090412	0.119997192638	0.145845467707	0.126445751791	0.101262063846	0.0886598337628	0.0378309099748	0.0785450117265	0.131539204278	0.035107311115	0.0194527610112	0.0515569917744	0.0677277895079	0.0936409876639	0.261467075174	0.104509663565	0.0607866130003	0.0921042913066	0.0448261593795	0.152251063751	0.0266947409182	0.0116866679601	0.0995684832987	0.0811170448699	0.0758620689655	0.0858474009694	0.068023457774	0.0113480756344	0.0716675029269	0.00236650678187	0.0376945525292	0.119710026645	0.304451330611	0.00221982621932	0.0320566194838	0.0247987752194	0.235825212537	0.0632784627903	0.0764185404659	0.0489187582865	0.131520356234	0.0417529980536	0.338190084434	0.015999643462	0.0380758168343	0.0820485132082	0.145215424465	0.157558580496	0.0173865275012	0.0720730735738	0.284783578759	0.0906754248179	0.132711091817	0.0530800542741	0.329579297383	0.00631161030896	0.0238901172005	0.0623187796781	0.0940756507472	0.00991558589705	0.0167017818025	0.0786417474235	0.0163560908129	0.173095357648	0.281588788577	0.0116914612517	0.208768122634	0.0487804878049	0.162920580367	0.0404858299595	0.068506817426	0.0561403508772	0.0470588235294	0.0283227977999	0.0232729850261	0.0449735449735	0.0769230769231	0.0569620253165	0.0902527075812	0.0530303030303	0.0410256410256	0.0595238095238	0.0609137055838	0.0604838709677	0.0241935483871	0.0479041916168	0.038062283737	0.0695652173913	0.0568181818182	0.0657894736842	0.0405405405405	0.0434782608696	0.06875	0.0622406639004	0.0802469135802	0.0468085106383	0.0612903225806	0.0309278350515	0.0365853658537	0.0746268656716	0.00497695287974	0.0676691729323	0.0201342281879	0.122807017544	0.0584415584416	0.0433333333333	0.0662983425414	0.0736842105263	0.0552147239264	0.0454545454545	0.0190839694656	0.037037037037	0.0422535211268
k__Bacteria;p__Deferribacteres	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23191036648e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25509651813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79060681745e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Elusimicrobia	0.0	2.39635753654e-05	0.0	1.1183930928e-05	0.0	3.51296283285e-05	0.0	0.0	0.0	1.48794024432e-05	0.0	0.0	0.0	0.0	0.0	1.47902739159e-05	1.19592905749e-05	1.78329410086e-05	0.0	0.0	0.0	2.05621697201e-05	0.0	6.10376398779e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.75460144228e-05	1.66414271688e-05	0.0	0.0	0.0	0.0	4.51019303626e-05	0.0	0.0	1.60105028899e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0609741865e-05	1.85807986027e-05	2.42019409957e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.18130122094e-05	0.0	2.31610153789e-05	0.0	0.0	4.22824041775e-05	7.34681882745e-05	0.0	1.35158879263e-05	4.17266487242e-05	0.0	0.0	4.54380225373e-05	0.0	0.0	0.0	1.5218152212e-05	0.0	0.0	3.99185661251e-05	0.0	0.0	0.0	0.0	2.17060994139e-05	0.0	0.0	0.0	3.91320511065e-05	0.0	6.65158972995e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__FBP	0.000675320777369	0.00100647016535	0.000755793226381	0.000201310756705	0.000594405594406	0.00166865734561	0.000535917168642	0.00548641777064	0.000723934927811	0.000654693707501	0.00245457623293	0.000700810667475	0.000202658884565	0.000401123144805	0.000288382617183	0.0043779210791	0.000705598143918	0.000267494115129	0.00282676997507	0.00030301193867	0.000230073952342	0.000884173297966	0.000383940324704	0.000366225839268	0.00054641895674	0.000846862105624	0.000419495080467	0.00178593422835	0.00149664125857	0.000678968937171	0.001174038437	0.000824639841033	0.00133349709613	0.00149772844519	0.00114059310842	0.00106055785343	0.00120124774766	0.000883899765767	0.000721630885802	0.00108935158823	0.000785203280405	0.000416273075137	0.00121180963572	0.00140761193222	0.00126673552511	0.000865858532037	0.00357909806729	0.000824010395208	0.000701676637861	0.000806340381739	0.00161652947844	0.00089547181684	0.000526592943655	0.00303659900911	0.00113549669109	0.0	0.00123265920107	0.000837777641554	0.000203944876613	0.00121257735407	0.000142943362663	0.000474800815268	0.00098418108932	0.00312537404743	0.000105706010444	0.000465298525738	0.000288005335678	0.000716342060092	0.000917986271933	0.000957869956977	0.00365747725506	0.00127226463104	0.000460434063749	0.000995886555532	0.000383278367056	0.000502199022995	0.00141980122783	0.000875560906206	0.00101792343619	0.0	0.000500250125063	0.000178491744757	0.000678280736827	0.000586064684176	0.00179104477612	0.0	6.78667775157e-05	0.000567414741044	0.00134470731605	0.000487783246863	0.000280795352837	0.000279060681745	0.000730656822027	0.000427211327203	0.00159766284749	0.0	1.80982372317e-05	0.00223935728137	0.0030487804878	0.00136694721631	0.0	0.00266045892917	0.0	0.0	0.000410475330433	0.000265808204613	0.0	0.0	0.0	0.0	0.00757575757576	0.0	0.0	0.0	0.0	0.00806451612903	0.0059880239521	0.00173010380623	0.0	0.0	0.0131578947368	0.0	0.0	0.0	0.00414937759336	0.00617283950617	0.00425531914894	0.0	0.0	0.00609756097561	0.0149253731343	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Fibrobacteres	0.0	2.39635753654e-05	0.0	0.0	2.331002331e-05	1.75648141643e-05	2.14366867457e-05	0.0	0.0	0.0	0.0	1.89408288507e-05	0.0	0.0	2.21832782449e-05	0.0	0.0	1.78329410086e-05	0.0	2.02007959114e-05	0.0	0.0	3.65657452099e-05	2.03458799593e-05	1.33272916278e-05	7.20733706914e-05	0.0	2.05279796362e-05	0.0	0.0	0.0	9.93541977149e-06	0.0	1.66414271688e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.84651746806e-05	2.121948373e-05	1.85807986027e-05	0.0	0.0	0.0	1.77421357983e-05	0.0	2.08925288317e-05	6.13008030405e-05	0.0	4.18130122094e-05	0.0	1.15805076895e-05	0.0	0.0	0.000190270818799	0.0	0.0	4.05476637788e-05	4.17266487242e-05	1.62350840166e-05	0.0	2.27190112686e-05	0.0	0.0	0.0	4.56544566359e-05	0.0	0.0	3.99185661251e-05	0.0	0.0	0.0	0.0	2.17060994139e-05	2.71370420624e-05	0.0	0.0	7.82641022129e-05	0.0	2.21719657665e-05	0.0	0.0	0.00019227811106	0.0	2.28237549642e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Firmicutes	0.121167554588	0.151976994968	0.0723422459893	0.174547609994	0.0562937062937	0.0358322208951	0.151707432099	0.0272982737856	0.0661922388712	0.0550165905337	0.0181554000677	0.0436396696719	0.125506647211	0.0440688473179	0.147052951485	0.0299059338579	0.0453257112788	0.0400706184464	0.0770364328943	0.0356342039876	0.0467707477403	0.0458330763062	0.0428733362586	0.0692370295015	0.0636777993976	0.0549559451522	0.022633666387	0.16761095373	0.0641989488706	0.0895026552535	0.0717439575304	0.038956780924	0.182741740214	0.152069361468	0.312502501301	0.221041467812	0.218685214965	0.0439740133469	0.190555655782	0.140749176797	0.105252137498	0.0237435757857	0.0392920094007	0.0855124248822	0.320211252509	0.134274676968	0.0601288475304	0.031565936678	0.0555432454391	0.0884640276702	0.162005983017	0.0786563082359	0.157959406151	0.0332427680997	0.0565796710608	0.2	0.402807955875	0.0291587486463	0.169725839816	0.0545659809333	0.131746132588	0.145856494349	0.0640677884731	0.0160923514782	0.0250946068793	0.131679482784	0.0935714177442	0.142768324165	0.0650309820367	0.144086370647	0.120696749417	0.0418938567794	0.113685356104	0.0701017536263	0.0594081468937	0.0704904810458	0.365468834363	0.0290029550181	0.0335914733943	0.0421067087825	0.0431697330147	0.0568273092369	0.0443381407968	0.166160191014	0.033052917232	0.123868729218	0.175452586573	0.075544424661	0.0824893894188	0.435501751585	0.0518067425984	0.0242643262777	0.162955699123	0.0161730002441	0.0389373259689	0.101612964152	0.0197813732942	0.0242635515745	0.0762195121951	0.0799859399715	0.238866396761	0.0819753907549	0.0877192982456	0.176470588235	0.0410803710697	0.565492188192	0.0793650793651	0.125874125874	0.183544303797	0.129963898917	0.159090909091	0.0615384615385	0.190476190476	0.162436548223	0.104838709677	0.201612903226	0.167664670659	0.0242214532872	0.147826086957	0.181818181818	0.184210526316	0.202702702703	0.195652173913	0.1375	0.132780082988	0.222222222222	0.144680851064	0.0806451612903	0.134020618557	0.125	0.223880597015	0.000826939863096	0.12030075188	0.147651006711	0.157894736842	0.116883116883	0.0833333333333	0.0994475138122	0.0701754385965	0.116564417178	0.0876623376623	0.0992366412214	0.20987654321	0.267605633803
k__Bacteria;p__Fusobacteria	0.000315149696106	0.0	5.70409982175e-05	0.0	0.00011655011655	0.00012295369915	0.0	0.0	0.0	5.95176097728e-05	0.000126960839634	7.57633154027e-05	0.000364785992218	0.000145862961747	0.000621131790856	2.95805478317e-05	3.58778717246e-05	0.000160496469078	4.63404913946e-05	0.000101003979557	6.57354149548e-05	0.000226183866922	0.000274243089074	0.00030518819939	0.000159927499534	7.20733706914e-05	0.000114407749218	0.00195015806544	0.000174028053322	0.000533475593492	0.00283300579362	9.93541977149e-05	0.00108785289422	0.00164750128971	0.000340176891984	0.000339378513098	0.000523124019142	0.000154682459009	0.00248060616994	0.000222821915773	0.00155295759902	0.000128084023119	0.0	0.00135347301175	0.00103287665894	0.000222015008215	0.0	3.1692707508e-05	0.000240047270847	0.00129438850753	0.000520262360876	0.000338827173939	1.84769453914e-05	0.000319642000959	1.77421357983e-05	0.0	0.000459635634297	0.000224769611149	4.370247356e-05	0.000334504097675	0.000174708554366	0.000822216045951	2.40044168127e-05	7.97967841896e-05	0.000126847212533	0.0	7.57908778099e-05	0.00187870842175	0.000333813189794	0.0	4.57184656883e-05	0.000863322428208	0.000565078169147	4.32994154579e-05	1.78269007933e-05	0.0	3.99944007839e-05	0.000182408522126	0.000199592830626	0.0	0.000185277824097	0.0	0.000178494930744	0.00162795745605	0.00010854816825	0.0	0.0	0.0	6.30331554398e-05	0.000266063589198	7.01988382092e-05	0.0	0.000153822488848	8.13735861339e-05	0.000114118774821	0.00207758848638	0.0	0.000600240096038	0.0	0.000273389443262	0.0	0.000498836049218	0.00350877192982	0.0117647058824	0.0	5.90684899141e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0030487804878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00350877192982	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__GN02	1.5007128386e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.93541977149e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5158175562e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.00289637577849	0.00496046010065	0.0057183600713	0.00045854116805	0.00382284382284	0.00864188856882	0.00531629831293	0.00981310495562	0.00258157927087	0.00386864463523	0.00527592822481	0.00310629593151	0.00257376783398	0.00156802683878	0.00337185829322	0.00705496065787	0.00320508987407	0.00169412939582	0.00558866326219	0.00210088277478	0.00415776499589	0.0137766537125	0.0018648530057	0.00351983723296	0.00307860436602	0.00526135606047	0.000991533826558	0.00603522601306	0.00139222442658	0.00390407138873	0.0026543477706	0.0147739692002	0.00396539925956	0.00547502953853	0.00350182094689	0.00354226323046	0.0044174917172	0.00539178857118	0.00329244091647	0.00519917803471	0.00533938230675	0.00105669319073	0.00146886016451	0.00416869687618	0.00432638902422	0.00384085964211	0.00214745884037	0.00215510411054	0.00428392052589	0.005421578093	0.00499823482413	0.00609888913091	0.00166292508522	0.00735176602206	0.00546457782588	0.00689655172414	0.00384422530503	0.00655918592534	0.00107799434781	0.00957517979595	0.000412947492138	0.00387947007597	0.0157949062628	0.00413613331383	0.00329802752585	0.003746877602	0.00163708296069	0.00444672712774	0.00694748701258	0.00599074600211	0.00525762355415	0.0157215557979	0.00240681442414	0.00145053041784	0.00130136375791	0.00333277533442	0.00261963325134	0.00656670679654	0.0087421659814	0.00134587653643	0.0051507235099	0.00127175368139	0.00537269741539	0.00423268938572	0.00691994572592	8.67428075755e-05	0.000441134053852	0.00289577178188	0.00483254191705	0.00308190324154	0.00105298257314	0.00223248545396	0.00565297646516	0.00235983399788	0.0106130460583	0.000169984512522	0.000416259456329	0.0134592298458	0.0030487804878	0.0108379386436	0.00404858299595	0.00315929497838	0.00701754385965	0.0	0.00224940481077	0.00150624649281	0.0	0.0	0.0	0.0	0.0151515151515	0.0	0.0	0.0	0.0	0.00806451612903	0.0	0.00230680507497	0.0	0.0	0.0	0.0	0.0	0.0	0.00414937759336	0.0123456790123	0.0	0.0	0.0	0.0030487804878	0.0	3.06274023369e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.00350877192982	0.0	0.00324675324675	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19592905749e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74489617868e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58825958515e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000137155397065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4343931533e-05	1.75497095523e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00507614213198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.12111570686e-05	0.0	0.0	2.25509651813e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
